channel,venue,year,facets,title,authors,acq_url,doi,key
open,JURIX,2021,bounded-deontics,Computability of Diagrammatic Theories for Normative Positions,Matteo Pascucci; Giovanni Sileno,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210333,10.3233/FAIA210333,conf/jurix/PascucciS21
open,JURIX,2020,intro|bounded-deontics,Digital Enforceable Contracts (DEC): Making Smart Contracts Smarter,Lu-Chi Liu; Giovanni Sileno; Tom M. van Engers,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200872,10.3233/FAIA200872,conf/jurix/LiuSE20
open,JURIX,2015,determinacy-frontier,Comprehensive Framework Embracing the Complexity of Statutory Interpretation,Michal Araszkiewicz; Tomasz Zurek,http://ruj.uj.edu.pl/xmlui/handle/item/23449,10.3233/978-1-61499-609-5-145,conf/jurix/AraszkiewiczZ15
open,JURIX,2024,fm-in-law|bounded-deontics,On Conflicts and Satisfiability in Metric Timed Normative Logics,Karam Younes Kharraz; Gerardo Schneider; Martin Leucker,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241260,10.3233/FAIA241260,conf/jurix/KharrazSL24
open,JURIX,2024,intro|fm-in-law,Draft Better Contracts,Cosimo Laneve; Alessandro Parenti; Giovanni Sartor,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241237,10.3233/FAIA241237,conf/jurix/LanevePS24
open,JURIX,2025,bounded-deontics|intro,Contrary-to-Duty Rights: From Hohfeld to Agreement Revision,Huimin Dong; Leendert van der Torre; Liuwen Yu,https://doi.org/10.3233/faia251577,10.3233/FAIA251577,conf/jurix/DongTY25
open,JURIX,2017,bounded-deontics,Temporalised Belief Revision in the Law,Luciano H. Tamargo; Diego C. Martínez; Antonino Rotolo; Guido Governatori,https://doi.org/10.3233/978-1-61499-838-9-49,10.3233/978-1-61499-838-9-49,conf/jurix/TamargoMRG17
open,JURIX,2023,determinacy-frontier,Conceptual Structures in Statutory Interpretation,Michal Araszkiewicz,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230952,10.3233/FAIA230952,conf/jurix/Araszkiewicz23
open,JURIX,2022,fm-in-law|bounded-deontics,Can a Military Autonomous Device Follow International Humanitarian Law?,Tomasz Zurek; Mostafa Mohajeriparizi; Jonathan Kwik; Tom M. van Engers,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220479,10.3233/FAIA220479,conf/jurix/ZurekMKE22
open,JURIX,2024,bounded-deontics|fm-in-law,Conflict Analysis for Timed Contract Automata,Shaun Azzopardi; Gordon J. Pace,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241251,10.3233/FAIA241251,conf/jurix/AzzopardiP24
open,JURIX,2023,intro,From Text to Structure: Using Large Language Models to Support the Development of Legal Expert Systems,Samyar Janatian; Hannes Westermann; Jinzhe Tan; Jaromír Savelka; Karim Benyekhlef,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230962,10.3233/FAIA230962,conf/jurix/JanatianWTSB23
open,JURIX,2022,cnl|intro,The LegAi Editor: A Tool for the Construction of Legal Knowledge Bases,Tomer Libal,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220482,10.3233/FAIA220482,conf/jurix/Libal22
open,JURIX,2023,intro,Answer Set Programming for Legal Decision Support and Explanation,Daniele Theseider Dupré,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230994,10.3233/FAIA230994,conf/jurix/Dupre23
open,JURIX,2021,fm-in-law,Identification of Contradictions in Regulation,Michal Araszkiewicz; Enrico Francesconi; Tomasz Zurek,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210331,10.3233/FAIA210331,conf/jurix/AraszkiewiczFZ21
open,JURIX,2016,intro|bounded-deontics|determinacy-frontier,Reasoning About Partial Contracts,Shaun Azzopardi; Albert Gatt; Gordon J. Pace,https://www.um.edu.mt/library/oar//handle/123456789/22368,10.3233/978-1-61499-726-9-23,conf/jurix/AzzopardiGP16
open,JURIX,2021,bounded-deontics,Cause of Action and the Right to Know. A Formal Conceptual Analysis of the Texas Senate Bill 25 Case,Réka Markovich; Olivier Roy,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210340,10.3233/FAIA210340,conf/jurix/MarkovichR21
open,JURIX,2023,bounded-deontics,Assisted Normative Reasoning with Aristotelian Diagrams,Kathrin Hanauer; Tereza Novotná; Matteo Pascucci,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230949,10.3233/FAIA230949,conf/jurix/HanauerNP23
open,JURIX,2024,determinacy-frontier,Case Frames and Case-Based Arguments in Statutory Interpretation,Michal Araszkiewicz,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241229,10.3233/FAIA241229,conf/jurix/Araszkiewicz24
open,JURIX,2025,intro,A Systematic Approach to Assess Languages Proposed for Rules as Code,Sofia Ali; Giovanni Sileno; Tom M. van Engers,https://doi.org/10.3233/faia251595,10.3233/FAIA251595,conf/jurix/AliSE25
open,JURIX,2025,bounded-deontics|fm-in-law,Normative Risk Assessment in the AI Act,Beatrice Ferrigno; Marco Billi; Yasaman Yousefi; Antonino Rotolo,https://doi.org/10.3233/faia251619,10.3233/FAIA251619,conf/jurix/FerrignoBYR25
open,JURIX,2010,intro,Interagency data exchange protocols as computational data protection law,William J. Buchanan; Lu Fan; Alistair Lawson; Burkhard Schafer; Russel Scott; Christoph Thuemmler; Omair Uthmani,https://napier-surface.worktribe.com/207914/1/Jurix2010Schafer.pdf,10.3233/978-1-60750-682-9-143,conf/jurix/BuchananFLSSTU10
open,JURIX,2022,cnl,A Multi-Step Approach in Translating Natural Language into Logical Formula,Ha-Thanh Nguyen; Wachara Fungwacharakorn; Fumihito Nishino; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220453,10.3233/FAIA220453,conf/jurix/NguyenFNS22
open,JURIX,2020,fm-in-law|intro,Reasoning About Applicable Law in Private International Law in Logic Programming,Ken Satoh; Matteo Baldoni; Laura Giordano,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200884,10.3233/FAIA200884,conf/jurix/SatohB020
open,JURIX,2019,bounded-deontics,"Towards a Computational Theory of Action, Causation and Power for Normative Reasoning",Giovanni Sileno; Alexander Boer; Tom M. van Engers,http://hdl.handle.net/11245.1/45719d64-e5ac-4a7e-92fd-ebc73d7784fb,10.3233/FAIA190327,conf/jurix/SilenoBE19
open,JURIX,2018,fm-in-law,Checking the Validity of Rule-Based Arguments Grounded in Cases: A Computational Approach,Heng Zheng; Minghui Xiong; Bart Verheij,https://doi.org/10.3233/978-1-61499-935-5-220,10.3233/978-1-61499-935-5-220,conf/jurix/ZhengXV18
open,JURIX,2025,determinacy-frontier|fm-in-law,Explaining Discretionary Judicial Decisions Using Answer Set Programming,Josephine Dik,https://doi.org/10.3233/faia251576,10.3233/FAIA251576,conf/jurix/Dik25
open,JURIX,2013,fm-in-law|bounded-deontics,Legal Conflict Detection in Interacting Legal Systems,Tingting Li; Tina Balke; Marina De Vos; Julian A. Padget; Ken Satoh,http://opus.bath.ac.uk/42600/1/jurix_abstract.pdf,10.3233/978-1-61499-359-9-107,conf/jurix/LiBVPS13
open,JURIX,2023,intro,Tough Decisions? Supporting System Classification According to the AI Act,Hilmy Hanif; Jorge Constantino; Marie-Therese Sekwenz; Michel van Eeten; Jolien Ubacht; Ben Wagner; Yury Zhauniarovich,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230987,10.3233/FAIA230987,conf/jurix/HanifCSEUWZ23
open,JURIX,2020,intro,Ontology-Based Liability Decision Support in the International Maritime Law,Mirna El Ghosh; Habib Abdulrab,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200882,10.3233/FAIA200882,conf/jurix/GhoshA20
open,JURIX,2020,fm-in-law|determinacy-frontier,Generalizing Culprit Resolution in Legal Debugging with Background Knowledge,Wachara Fungwacharakorn; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200849,10.3233/FAIA200849,conf/jurix/Fungwacharakorn20
open,JURIX,2023,intro|fm-in-law,Insurance Portfolio Analysis as Containment Testing,Preston Carlson; Michael R. Genesereth,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230957,10.3233/FAIA230957,conf/jurix/CarlsonG23
open,JURIX,2023,intro,Executing United States Bills into Law: A Working Application in the United States House,Sela Mador-Haim; Ari Hershowitz,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230969,10.3233/FAIA230969,conf/jurix/Mador-HaimH23
open,JURIX,2024,intro,Fighting the Knowledge Representation Bottleneck with Large Language Models,Marco Billi; Giuseppe Pisano; Marco Sanchi,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241230,10.3233/FAIA241230,conf/jurix/BilliPS24
open,JURIX,2022,cnl|intro,An Interactive Natural Language Interface for PROLEG,Ha-Thanh Nguyen; Fumihito Nishino; Megumi Fujita; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220484,10.3233/FAIA220484,conf/jurix/NguyenNFS22
open,JURIX,2017,fm-in-law|bounded-deontics|intro,Timed Contract Compliance Under Event Timing Uncertainty,María-Emilia Cambronero; Luis Llana; Gordon J. Pace,https://doi.org/10.3233/978-1-61499-838-9-33,10.3233/978-1-61499-838-9-33,conf/jurix/CambroneroLP17
open,JURIX,2024,intro,DIREGA - Building Decision Support for German Register Law,Axel Adrian; Osman Anil Basaran; Nathan Dykes; Stephanie Evert; Michael Gritz; Merlin Humml; Michael Kohlhase; Johannes Lindner; Andreas Maier; Stephan Prettner; Max Rapp; Lutz Schröder; Verena Stürmer,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241269,10.3233/FAIA241269,conf/jurix/AdrianBDEGHKLMP24
open,JURIX,2024,intro,Decision Support in Law: From Formalizing Rules to Reasoning with Justification,Jeremy Bouche-Pillon; Nathalie Aussenac-Gilles; Yannick Chevalier; Pascale Zaraté,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241231,10.3233/FAIA241231,conf/jurix/Bouche-PillonAC24
open,JURIX,2024,intro,Getting in the Door: Streamlining Intake in Civil Legal Services with Large Language Models,Quinten Steenhuis; Hannes Westermann,https://doi.org/10.3233/faia241242,10.3233/FAIA241242,conf/jurix/SteenhuisW24
open,JURIX,2023,intro,"LawGiBa - Combining GPT, Knowledge Bases, and Logic Programming in a Legal Assistance System",Ha Thanh Nguyen; Randy Goebel; Francesca Toni; Kostas Stathis; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230991,10.3233/FAIA230991,conf/jurix/NguyenGTSS23
open,JURIX,2012,fm-in-law,Refined Coherence as Constraint Satisfaction Framework for Representing Judicial Reasoning,Michal Araszkiewicz; Jaromír Savelka,http://ruj.uj.edu.pl/xmlui/handle/item/25044,10.3233/978-1-61499-167-0-1,conf/jurix/AraszkiewiczS12
open,JURIX,2015,intro|bounded-deontics,"Bridging Representations of Laws, of Implementations and of Behaviours",Giovanni Sileno; Alexander Boer; Tom M. van Engers,https://dare.uva.nl/personal/pure/en/publications/bridging-representations-of-laws-of-implementations-and-of-behaviours(7485e39d-7136-4aec-8612-459c95a43578).html,10.3233/978-1-61499-609-5-169,conf/jurix/SilenoBE15
open,JURIX,2022,intro,Consumer Dispute Resolution System Based on PROLEG,Shidaka Nishioka; Yuto Mori; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220485,10.3233/FAIA220485,conf/jurix/NishiokaMS22
open,JURIX,2023,intro|cnl,Human-Centred Explanation of Rule-Based Decision-Making Systems in the Legal Domain: Demonstration,Suzan Zuurmond; AnneMarie Borg; Matthijs van Kempen; Remi Wieten,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230992,10.3233/FAIA230992,conf/jurix/ZuurmondBKW23
open,JURIX,2024,intro,A Legal Assistant for Accountable Decision-Making,Adam Kaczmarczyk; Tomer Libal; Aleksander Smywinski-Pohl,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241275,10.3233/FAIA241275,conf/jurix/KaczmarczykLS24
open,JURIX,2025,bounded-deontics|intro,A Tool for Handling Unexpected Exceptions in Legal Reasoning,Thomas Ecobichon; Mathieu Carpentier; Sylvie Doutre; Jean-Guy Mailly,https://doi.org/10.3233/faia251618,10.3233/FAIA251618,conf/jurix/EcobichonCDM25
open,JURIX,2025,intro,"Automated Identification of Criminal Offences from Case Descriptions Using Ontologies, Rules and LLMs",Jelena Matkovic; Marko Markovic; Stevan Gostojic,https://doi.org/10.3233/faia251626,10.3233/FAIA251626,conf/jurix/MatkovicMG25
springer-paywall,DEON,2012,bounded-deontics,Possible World Semantics for Defeasible Deontic Logic,Guido Governatori; Antonino Rotolo; Erica Calardo,https://doi.org/10.1007/978-3-642-31570-1_4,10.1007/978-3-642-31570-1_4,conf/deon/GovernatoriRC12
springer-paywall,DEON,2014,bounded-deontics|fm-in-law,Detecting Deontic Conflicts in Dynamic Settings,Silvano Colombo Tosatto; Guido Governatori; Pierre Kelsen,https://doi.org/10.1007/978-3-319-08615-6_6,10.1007/978-3-319-08615-6_6,conf/deon/TosattoGK14
springer-paywall,DEON,2014,bounded-deontics,A Preference-Based Semantics for CTD Reasoning,Erica Calardo; Guido Governatori; Antonino Rotolo,https://doi.org/10.1007/978-3-319-08615-6_5,10.1007/978-3-319-08615-6_5,conf/deon/CalardoGR14
springer-paywall,DEON,2010,bounded-deontics,Retroactive Legal Changes and Revision Theory in Defeasible Logic,Antonino Rotolo,https://doi.org/10.1007/978-3-642-14183-6_10,10.1007/978-3-642-14183-6_10,conf/deon/Rotolo10
springer-paywall,DEON,2006,bounded-deontics,"Sequences, Obligations, and the Contrary-to-Duty Paradox",Adam Zachary Wyner,https://doi.org/10.1007/11786849_21,10.1007/11786849_21,conf/deon/Wyner06
springer-paywall,DEON,2004,bounded-deontics,Maintaining Obligations on Stative Expressions in a Deontic Action Logic,Adam Zachary Wyner,https://doi.org/10.1007/978-3-540-25927-5_17,10.1007/978-3-540-25927-5_17,conf/deon/Wyner04
springer-paywall,DEON,2010,bounded-deontics,"Relevance, Derogation and Permission",Audun Stolpe,https://doi.org/10.1007/978-3-642-14183-6_9,10.1007/978-3-642-14183-6_9,conf/deon/Stolpe10
springer-paywall,DEON,2010,bounded-deontics,Deontics = Betterness + Priority,Johan van Benthem; Davide Grossi; Fenrong Liu,https://doi.org/10.1007/978-3-642-14183-6_6,10.1007/978-3-642-14183-6_6,conf/deon/BenthemGL10
springer-paywall,DEON,1996,bounded-deontics,Getting Personal: Some Notes on the Relationship Between Personal and Impersonal Obligation,Christen Krogh; Henning Herrestad,https://doi.org/10.1007/978-1-4471-1488-8_8,10.1007/978-1-4471-1488-8_8,conf/deon/KroghH96
springer-paywall,DEON,2014,bounded-deontics|fm-in-law,Sequent-Based Argumentation for Normative Reasoning,Christian Straßer; Ofer Arieli,https://doi.org/10.1007/978-3-319-08615-6_17,10.1007/978-3-319-08615-6_17,conf/deon/StrasserA14
springer-paywall,DEON,2008,bounded-deontics|fm-in-law,A Tableaux System for Deontic Action Logic,Pablo F. Castro; T. S. E. Maibaum,https://doi.org/10.1007/978-3-540-70525-3_4,10.1007/978-3-540-70525-3_4,conf/deon/CastroM08
springer-paywall,DEON,2004,fm-in-law,Social Laws in Alternating Time,Michael J. Wooldridge,https://doi.org/10.1007/978-3-540-25927-5_2,10.1007/978-3-540-25927-5_2,conf/deon/Wooldridge04
springer-paywall,DEON,2012,bounded-deontics,An Embedding of Input-Output Logic in Deontic Logic Programs,Ricardo Gonçalves; José Júlio Alferes,https://doi.org/10.1007/978-3-642-31570-1_5,10.1007/978-3-642-31570-1_5,conf/deon/GoncalvesA12
springer-paywall,DEON,2004,bounded-deontics,A Proposal for Dealing with Deontic Dilemmas,Lou Goble,https://doi.org/10.1007/978-3-540-25927-5_7,10.1007/978-3-540-25927-5_7,conf/deon/Goble04
springer-paywall,DEON,2004,bounded-deontics,Delegation in a Role-Based Organization,Olga Pacheco; Filipe Santos,https://doi.org/10.1007/978-3-540-25927-5_14,10.1007/978-3-540-25927-5_14,conf/deon/PachecoS04
springer-paywall,DEON,2014,bounded-deontics,For a Dynamic Semantics of Necessity Deontic Modals,Alessandra Marra,https://doi.org/10.1007/978-3-319-08615-6_10,10.1007/978-3-319-08615-6_10,conf/deon/Marra14
springer-paywall,DEON,2006,bounded-deontics,Conflicting Obligations in Multi-agent Deontic Logic,Barteld P. Kooi; Allard M. Tamminga,https://doi.org/10.1007/11786849_15,10.1007/11786849_15,conf/deon/KooiT06
springer-paywall,DEON,2012,bounded-deontics,The Logic of Obligation as Weakest Permission - (Short Version),Olivier Roy; Albert J. J. Anglberger; Norbert Gratzl,https://doi.org/10.1007/978-3-642-31570-1_10,10.1007/978-3-642-31570-1_10,conf/deon/RoyAG12
springer-paywall,DEON,2004,bounded-deontics,Conflicting Imperatives and Dyadic Deontic Logic,Jörg Hansen,https://doi.org/10.1007/978-3-540-25927-5_10,10.1007/978-3-540-25927-5_10,conf/deon/Hansen04
springer-paywall,DEON,2006,bounded-deontics,Permissions and Uncontrollable Propositions in DSDL3: Non-monotonicity and Algorithms,Souhila Kaci; Leendert W. N. van der Torre,https://doi.org/10.1007/11786849_14,10.1007/11786849_14,conf/deon/KaciT06
springer-paywall,DEON,2010,bounded-deontics|fm-in-law,Axioms for Obligation and Robustness with Temporal Logic,Tim French; John Christopher McCabe-Dansted; Mark Reynolds,https://doi.org/10.1007/978-3-642-14183-6_7,10.1007/978-3-642-14183-6_7,conf/deon/FrenchMR10
springer-paywall,DEON,2008,fm-in-law|intro,Reasoning about Conditions and Exceptions to Laws in Regulatory Conformance Checking,Nikhil Dinesh; Aravind K. Joshi; Insup Lee; Oleg Sokolsky,https://doi.org/10.1007/978-3-540-70525-3_10,10.1007/978-3-540-70525-3_10,conf/deon/DineshJLS08
springer-paywall,DEON,2012,bounded-deontics,Discussion Paper: Changing Norms Is Changing Obligation Change,Jan M. Broersen; Dov M. Gabbay; Leendert W. N. van der Torre,https://doi.org/10.1007/978-3-642-31570-1_14,10.1007/978-3-642-31570-1_14,conf/deon/BroersenGT12
springer-paywall,DEON,2006,bounded-deontics,The Deontic Component of Action Language nC+,Marek J. Sergot; Robert Craven,https://doi.org/10.1007/11786849_19,10.1007/11786849_19,conf/deon/SergotC06
springer-paywall,DEON,1996,bounded-deontics,How to Combine Ordering and Minimizing in a Deontic Logic Based on Preferences,Yao-Hua Tan; Leendert W. N. van der Torre,https://doi.org/10.1007/978-1-4471-1488-8_12,10.1007/978-1-4471-1488-8_12,conf/deon/TanT96
springer-paywall,DEON,2004,bounded-deontics,Obligation Change in Dependence Logic and Situation Calculus,Robert Demolombe; Andreas Herzig,https://doi.org/10.1007/978-3-540-25927-5_6,10.1007/978-3-540-25927-5_6,conf/deon/DemolombeH04
springer-paywall,DEON,2010,bounded-deontics,Towards Metalogical Systematisation of Deontic Action Logics Based on Boolean Algebra,Robert Trypuz; Piotr Kulicki,https://doi.org/10.1007/978-3-642-14183-6_11,10.1007/978-3-642-14183-6_11,conf/deon/TrypuzK10
springer-paywall,DEON,1996,bounded-deontics,From the Fundamental Legal Conceptions of Hohfeld to Legal Relations: Refining the Enrichment of Solely Deontic Legal Relations,Layman E. Allen,https://doi.org/10.1007/978-1-4471-1488-8_1,10.1007/978-1-4471-1488-8_1,conf/deon/Allen96
springer-paywall,DEON,2006,bounded-deontics|fm-in-law,A Complete and Decidable Axiomatisation for Deontic Interpreted Systems,Alessio Lomuscio; Bozena Wozna,https://doi.org/10.1007/11786849_20,10.1007/11786849_20,conf/deon/LomuscioW06
springer-paywall,DEON,2008,bounded-deontics,A Logical Analysis of the Interaction between &apos;Obligation-to-do&apos; and &apos;Knowingly Doing&apos;,Jan M. Broersen,https://doi.org/10.1007/978-3-540-70525-3_12,10.1007/978-3-540-70525-3_12,conf/deon/Broersen08
springer-paywall,DEON,2014,bounded-deontics,Combining Constitutive and Regulative Norms in Input/Output Logic,Xin Sun; Leendert W. N. van der Torre,https://doi.org/10.1007/978-3-319-08615-6_18,10.1007/978-3-319-08615-6_18,conf/deon/SunT14
springer-paywall,DEON,2006,bounded-deontics,A State/Event Temporal Deontic Logic,Julien Brunel; Jean-Paul Bodeveix; Mamoun Filali,https://doi.org/10.1007/11786849_9,10.1007/11786849_9,conf/deon/BrunelBF06
springer-paywall,DEON,2004,fm-in-law|bounded-deontics,Automatic Verification of Deontic Properties of Multi-agent Systems,Franco Raimondi; Alessio Lomuscio,https://doi.org/10.1007/978-3-540-25927-5_15,10.1007/978-3-540-25927-5_15,conf/deon/RaimondiL04
springer-paywall,DEON,2006,bounded-deontics,Intermediate Concepts in Normative Systems,Lars Lindahl; Jan Odelstad,https://doi.org/10.1007/11786849_16,10.1007/11786849_16,conf/deon/LindahlO06
springer-paywall,DEON,1996,bounded-deontics,Defeasible Reasoning with Legal Rules,Lambèr M. M. Royakkers; Frank Dignum,https://doi.org/10.1007/978-1-4471-1488-8_10,10.1007/978-1-4471-1488-8_10,conf/deon/RoyakkersD96
springer-paywall,DEON,2012,bounded-deontics,Sanction Semantics and Contrary-to-Duty Obligations,Louwe B. Kuijer,https://doi.org/10.1007/978-3-642-31570-1_6,10.1007/978-3-642-31570-1_6,conf/deon/Kuijer12
springer-paywall,DEON,2012,bounded-deontics,A Deontic Action Logic with Sequential Composition of Actions,Piotr Kulicki; Robert Trypuz,https://doi.org/10.1007/978-3-642-31570-1_13,10.1007/978-3-642-31570-1_13,conf/deon/KulickiT12
springer-paywall,DEON,2004,bounded-deontics,On Normative-Informational Positions,Andrew J. I. Jones,https://doi.org/10.1007/978-3-540-25927-5_12,10.1007/978-3-540-25927-5_12,conf/deon/Jones04
springer-paywall,DEON,2012,bounded-deontics,An Andersonian Deontic Logic with Contextualized Sanctions,Christian Straßer; Mathieu Beirlaen,https://doi.org/10.1007/978-3-642-31570-1_11,10.1007/978-3-642-31570-1_11,conf/deon/StrasserB12
springer-paywall,DEON,2006,bounded-deontics,Acting with an End in Sight,Mark A. Brown,https://doi.org/10.1007/11786849_8,10.1007/11786849_8,conf/deon/Brown06
springer-paywall,DEON,1996,bounded-deontics,Doing as We Ought: Towards a Logic of Simply Dischargeable Obligations,Mark A. Brown,https://doi.org/10.1007/978-1-4471-1488-8_3,10.1007/978-1-4471-1488-8_3,conf/deon/Brown96
springer-paywall,DEON,2004,bounded-deontics|fm-in-law,On Obligations and Abilities,Wojciech Jamroga; Wiebe van der Hoek; Michael J. Wooldridge,https://doi.org/10.1007/978-3-540-25927-5_11,10.1007/978-3-540-25927-5_11,conf/deon/JamrogaHW04
springer-paywall,DEON,1996,bounded-deontics,Combining Agency and Obligation (Preliminary Version),John F. Horty,https://doi.org/10.1007/978-1-4471-1488-8_6,10.1007/978-1-4471-1488-8_6,conf/deon/Horty96
springer-paywall,DEON,2004,bounded-deontics,Combinations of Tense and Deontic Modality,Lennart Åqvist,https://doi.org/10.1007/978-3-540-25927-5_3,10.1007/978-3-540-25927-5_3,conf/deon/Aqvist04
springer-paywall,DEON,2008,bounded-deontics,Strata of Intervenient Concepts in Normative Systems,Lars Lindahl; Jan Odelstad,https://doi.org/10.1007/978-3-540-70525-3_16,10.1007/978-3-540-70525-3_16,conf/deon/LindahlO08
springer-paywall,DEON,2014,bounded-deontics,Deontic Diversity,Sven Ove Hansson,https://doi.org/10.1007/978-3-319-08615-6_2,10.1007/978-3-319-08615-6_2,conf/deon/Hansson14
springer-paywall,DEON,2014,bounded-deontics,A Deontic Logic of Actions and States,Robert Trypuz; Piotr Kulicki,https://doi.org/10.1007/978-3-319-08615-6_19,10.1007/978-3-319-08615-6_19,conf/deon/TrypuzK14
springer-paywall,DEON,2004,bounded-deontics,"Obligation, Contracts, and Negotiation",Mark A. Brown,https://doi.org/10.1007/978-3-540-25927-5_1,10.1007/978-3-540-25927-5_1,conf/deon/Brown04
springer-paywall,DEON,2006,bounded-deontics,"Roles, Counts-as and Deontic and Action Logics",José Carmo,https://doi.org/10.1007/11786849_1,10.1007/11786849_1,conf/deon/Carmo06
springer-paywall,DEON,2006,bounded-deontics,Don&apos;t Ever Do That! Long-Term Duties in PDeL,Jesse Hughes; Lambèr M. M. Royakkers,https://doi.org/10.1007/11786849_12,10.1007/11786849_12,conf/deon/HughesR06
springer-paywall,DEON,2014,bounded-deontics,Open Reading without Free Choice,Albert J. J. Anglberger; Huimin Dong; Olivier Roy,https://doi.org/10.1007/978-3-319-08615-6_3,10.1007/978-3-319-08615-6_3,conf/deon/AnglbergerDR14
springer-paywall,DEON,2008,bounded-deontics,"Acting, Events and Actions",Mark A. Brown,https://doi.org/10.1007/978-3-540-70525-3_3,10.1007/978-3-540-70525-3_3,conf/deon/Brown08
springer-paywall,DEON,2008,bounded-deontics,Pushing Anderson&apos;s Envelope: The Modal Logic of Ascription,Davide Grossi,https://doi.org/10.1007/978-3-540-70525-3_20,10.1007/978-3-540-70525-3_20,conf/deon/Grossi08
springer-paywall,DEON,2012,bounded-deontics,Agreements as Norms,Paolo Turrini,https://doi.org/10.1007/978-3-642-31570-1_3,10.1007/978-3-642-31570-1_3,conf/deon/Turrini12
springer-paywall,DEON,2008,bounded-deontics,Norms in Branching Space-Times,Nuel Belnap,https://doi.org/10.1007/978-3-540-70525-3_1,10.1007/978-3-540-70525-3_1,conf/deon/Belnap08
